N,0*Qc(i),1*Qc(i-1),2*Qc(i-2),3*Qc(i-3),4*Qc(i-4),5*Qk(i),6*Qk(i-1),7*Qk(i-2),8*Qk(i-3),9*Qk(i-4),10*Qk(i+1)
3896,316.441,346.106,392.766,408.905,410.863,485.31,527.237,614.152,724.367,602.251,451.735
3897,293.274,316.441,346.106,392.766,408.905,451.735,485.31,527.237,614.152,724.367,423.414
3898,279.682,293.274,316.441,346.106,392.766,423.414,451.735,485.31,527.237,614.152,412.006
3899,277.002,279.682,293.274,316.441,346.106,412.006,423.414,451.735,485.31,527.237,426.988
3900,341.24,277.002,279.682,293.274,316.441,426.988,412.006,423.414,451.735,485.31,645.257
3901,500.912,341.24,277.002,279.682,293.274,645.257,426.988,412.006,423.414,451.735,842.123
3902,517.776,500.912,341.24,277.002,279.682,842.123,645.257,426.988,412.006,423.414,657.973
3903,484.377,517.776,500.912,341.24,277.002,657.973,842.123,645.257,426.988,412.006,584.771
3904,409.295,484.377,517.776,500.912,341.24,584.771,657.973,842.123,645.257,426.988,524.155
3905,366.307,409.295,484.377,517.776,500.912,524.155,584.771,657.973,842.123,645.257,490.602
3906,352.899,366.307,409.295,484.377,517.776,490.602,524.155,584.771,657.973,842.123,504.657
3907,339.174,352.899,366.307,409.295,484.377,504.657,490.602,524.155,584.771,657.973,470.813
3908,319.711,339.174,352.899,366.307,409.295,470.813,504.657,490.602,524.155,584.771,398.974
3909,300.534,319.711,339.174,352.899,366.307,398.974,470.813,504.657,490.602,524.155,377.572
3910,287.468,300.534,319.711,339.174,352.899,377.572,398.974,470.813,504.657,490.602,400.652
3911,308.565,287.468,300.534,319.711,339.174,400.652,377.572,398.974,470.813,504.657,456.318
3912,286.838,308.565,287.468,300.534,319.711,456.318,400.652,377.572,398.974,470.813,364.463
3913,279.76,286.838,308.565,287.468,300.534,364.463,456.318,400.652,377.572,398.974,327.176
3914,259.622,279.76,286.838,308.565,287.468,327.176,364.463,456.318,400.652,377.572,304.627
3915,235.198,259.622,279.76,286.838,308.565,304.627,327.176,364.463,456.318,400.652,288.775
3916,220.725,235.198,259.622,279.76,286.838,288.775,304.627,327.176,364.463,456.318,271.68
3917,209.285,220.725,235.198,259.622,279.76,271.68,288.775,304.627,327.176,364.463,255.326
3918,201.697,209.285,220.725,235.198,259.622,255.326,271.68,288.775,304.627,327.176,242.212
3919,194.894,201.697,209.285,220.725,235.198,242.212,255.326,271.68,288.775,304.627,232.174
3920,185.478,194.894,201.697,209.285,220.725,232.174,242.212,255.326,271.68,288.775,219.5
3921,175.357,185.478,194.894,201.697,209.285,219.5,232.174,242.212,255.326,271.68,205.455
3922,165.635,175.357,185.478,194.894,201.697,205.455,219.5,232.174,242.212,255.326,194.394
3923,159.055,165.635,175.357,185.478,194.894,194.394,205.455,219.5,232.174,242.212,184.659
3924,151.464,159.055,165.635,175.357,185.478,184.659,194.394,205.455,219.5,232.174,177.858
3925,142.173,151.464,159.055,165.635,175.357,177.858,184.659,194.394,205.455,219.5,168.503
3926,135.526,142.173,151.464,159.055,165.635,168.503,177.858,184.659,194.394,205.455,160.796
3927,130.944,135.526,142.173,151.464,159.055,160.796,168.503,177.858,184.659,194.394,162.991
3928,132.326,130.944,135.526,142.173,151.464,162.991,160.796,168.503,177.858,184.659,236.979
3929,220.484,132.326,130.944,135.526,142.173,236.979,162.991,160.796,168.503,177.858,712.157
3930,605.738,220.484,132.326,130.944,135.526,712.157,236.979,162.991,160.796,168.503,713.979
3931,713.188,605.738,220.484,132.326,130.944,713.979,712.157,236.979,162.991,160.796,507.167
3932,562.951,713.188,605.738,220.484,132.326,507.167,713.979,712.157,236.979,162.991,392.093
3933,459.85,562.951,713.188,605.738,220.484,392.093,507.167,713.979,712.157,236.979,325.549
3934,381.159,459.85,562.951,713.188,605.738,325.549,392.093,507.167,713.979,712.157,282.134
3935,331.997,381.159,459.85,562.951,713.188,282.134,325.549,392.093,507.167,713.979,257.326
3936,303.068,331.997,381.159,459.85,562.951,257.326,282.134,325.549,392.093,507.167,246.531
3937,290.011,303.068,331.997,381.159,459.85,246.531,257.326,282.134,325.549,392.093,248.319
3938,286.966,290.011,303.068,331.997,381.159,248.319,246.531,257.326,282.134,325.549,237.198
3939,260.402,286.966,290.011,303.068,331.997,237.198,248.319,246.531,257.326,282.134,219.065
3940,243.211,260.402,286.966,290.011,303.068,219.065,237.198,248.319,246.531,257.326,213.135
3941,234.514,243.211,260.402,286.966,290.011,213.135,219.065,237.198,248.319,246.531,258.52
3942,352.08,234.514,243.211,260.402,286.966,258.52,213.135,219.065,237.198,248.319,505.376
3943,354.154,352.08,234.514,243.211,260.402,505.376,258.52,213.135,219.065,237.198,399.275
3944,327.56,354.154,352.08,234.514,243.211,399.275,505.376,258.52,213.135,219.065,321.013
3945,322.253,327.56,354.154,352.08,234.514,321.013,399.275,505.376,258.52,213.135,282.148
3946,286.117,322.253,327.56,354.154,352.08,282.148,321.013,399.275,505.376,258.52,256.095
3947,257.403,286.117,322.253,327.56,354.154,256.095,282.148,321.013,399.275,505.376,236.486
3948,241.82,257.403,286.117,322.253,327.56,236.486,256.095,282.148,321.013,399.275,227.328
3949,227.371,241.82,257.403,286.117,322.253,227.328,236.486,256.095,282.148,321.013,252.054
3950,254.509,227.371,241.82,257.403,286.117,252.054,227.328,236.486,256.095,282.148,301.636
3951,260.86,254.509,227.371,241.82,257.403,301.636,252.054,227.328,236.486,256.095,258.928
3952,245.291,260.86,254.509,227.371,241.82,258.928,301.636,252.054,227.328,236.486,231.356
3953,227.266,245.291,260.86,254.509,227.371,231.356,258.928,301.636,252.054,227.328,213.838
3954,229.33,227.266,245.291,260.86,254.509,213.838,231.356,258.928,301.636,252.054,206.429
3955,220.665,229.33,227.266,245.291,260.86,206.429,213.838,231.356,258.928,301.636,198.599
3956,208.004,220.665,229.33,227.266,245.291,198.599,206.429,213.838,231.356,258.928,184.351
3957,190.341,208.004,220.665,229.33,227.266,184.351,198.599,206.429,213.838,231.356,220.998
3958,199.106,190.341,208.004,220.665,229.33,220.998,184.351,198.599,206.429,213.838,1624.75
3959,1056.604,199.106,190.341,208.004,220.665,1624.75,220.998,184.351,198.599,206.429,1732.535
3960,815.371,1056.604,199.106,190.341,208.004,1732.535,1624.75,220.998,184.351,198.599,1141.988
3961,720.46,815.371,1056.604,199.106,190.341,1141.988,1732.535,1624.75,220.998,184.351,1397.37
3962,879.549,720.46,815.371,1056.604,199.106,1397.37,1141.988,1732.535,1624.75,220.998,1222.027
3963,795.48,879.549,720.46,815.371,1056.604,1222.027,1397.37,1141.988,1732.535,1624.75,1059.295
3964,821.664,795.48,879.549,720.46,815.371,1059.295,1222.027,1397.37,1141.988,1732.535,867.466
3965,696.17,821.664,795.48,879.549,720.46,867.466,1059.295,1222.027,1397.37,1141.988,702.532
3966,597.786,696.17,821.664,795.48,879.549,702.532,867.466,1059.295,1222.027,1397.37,597.498
3967,525.445,597.786,696.17,821.664,795.48,597.498,702.532,867.466,1059.295,1222.027,511.567
3968,484.597,525.445,597.786,696.17,821.664,511.567,597.498,702.532,867.466,1059.295,463.486
3969,612.981,484.597,525.445,597.786,696.17,463.486,511.567,597.498,702.532,867.466,404.764
3970,482.437,612.981,484.597,525.445,597.786,404.764,463.486,511.567,597.498,702.532,362.37
3971,410.748,482.437,612.981,484.597,525.445,362.37,404.764,463.486,511.567,597.498,370.022
3972,400.302,410.748,482.437,612.981,484.597,370.022,362.37,404.764,463.486,511.567,472.279
3973,525.106,400.302,410.748,482.437,612.981,472.279,370.022,362.37,404.764,463.486,427.893
3974,545.766,525.106,400.302,410.748,482.437,427.893,472.279,370.022,362.37,404.764,336.228
3975,486.628,545.766,525.106,400.302,410.748,336.228,427.893,472.279,370.022,362.37,308.54
3976,379.731,486.628,545.766,525.106,400.302,308.54,336.228,427.893,472.279,370.022,285.319
3977,336.826,379.731,486.628,545.766,525.106,285.319,308.54,336.228,427.893,472.279,268.365
3978,295.022,336.826,379.731,486.628,545.766,268.365,285.319,308.54,336.228,427.893,240.094
3979,262.559,295.022,336.826,379.731,486.628,240.094,268.365,285.319,308.54,336.228,219.508
3980,241.329,262.559,295.022,336.826,379.731,219.508,240.094,268.365,285.319,308.54,200.465
3981,221.469,241.329,262.559,295.022,336.826,200.465,219.508,240.094,268.365,285.319,187.158
3982,204.467,221.469,241.329,262.559,295.022,187.158,200.465,219.508,240.094,268.365,180.456
3983,201.531,204.467,221.469,241.329,262.559,180.456,187.158,200.465,219.508,240.094,188.62
3984,262.3,201.531,204.467,221.469,241.329,188.62,180.456,187.158,200.465,219.508,197.584
3985,204.08,262.3,201.531,204.467,221.469,197.584,188.62,180.456,187.158,200.465,233.85
3986,241.744,204.08,262.3,201.531,204.467,233.85,197.584,188.62,180.456,187.158,956.03
3987,652.025,241.744,204.08,262.3,201.531,956.03,233.85,197.584,188.62,180.456,6086.279
3988,4979.594,652.025,241.744,204.08,262.3,6086.279,956.03,233.85,197.584,188.62,7100.061
3989,7220.463,4979.594,652.025,241.744,204.08,7100.061,6086.279,956.03,233.85,197.584,3396.088
3990,4219.616,7220.463,4979.594,652.025,241.744,3396.088,7100.061,6086.279,956.03,233.85,3729.583
3991,6439.544,4219.616,7220.463,4979.594,652.025,3729.583,3396.088,7100.061,6086.279,956.03,3964.2
3992,7550.545,6439.544,4219.616,7220.463,4979.594,3964.2,3729.583,3396.088,7100.061,6086.279,3047.014
3993,6342.808,7550.545,6439.544,4219.616,7220.463,3047.014,3964.2,3729.583,3396.088,7100.061,2303.291
3994,4263.479,6342.808,7550.545,6439.544,4219.616,2303.291,3047.014,3964.2,3729.583,3396.088,1731.322
3995,3042.826,4263.479,6342.808,7550.545,6439.544,1731.322,2303.291,3047.014,3964.2,3729.583,1481.965
3996,2392.222,3042.826,4263.479,6342.808,7550.545,1481.965,1731.322,2303.291,3047.014,3964.2,1777.854
3997,2038.682,2392.222,3042.826,4263.479,6342.808,1777.854,1481.965,1731.322,2303.291,3047.014,1390.512
3998,1707.461,2038.682,2392.222,3042.826,4263.479,1390.512,1777.854,1481.965,1731.322,2303.291,1090.006
3999,1473.259,1707.461,2038.682,2392.222,3042.826,1090.006,1390.512,1777.854,1481.965,1731.322,872.444
4000,1144.309,1473.259,1707.461,2038.682,2392.222,872.444,1090.006,1390.512,1777.854,1481.965,728.997
4001,906.319,1144.309,1473.259,1707.461,2038.682,728.997,872.444,1090.006,1390.512,1777.854,642.356
4002,760.704,906.319,1144.309,1473.259,1707.461,642.356,728.997,872.444,1090.006,1390.512,591.614
4003,678.089,760.704,906.319,1144.309,1473.259,591.614,642.356,728.997,872.444,1090.006,729.788
4004,653.923,678.089,760.704,906.319,1144.309,729.788,591.614,642.356,728.997,872.444,596.801
4005,591.86,653.923,678.089,760.704,906.319,596.801,729.788,591.614,642.356,728.997,565.318
4006,580.248,591.86,653.923,678.089,760.704,565.318,596.801,729.788,591.614,642.356,637.41
4007,613.405,580.248,591.86,653.923,678.089,637.41,565.318,596.801,729.788,591.614,660.932
4008,585.808,613.405,580.248,591.86,653.923,660.932,637.41,565.318,596.801,729.788,537.818
4009,520.599,585.808,613.405,580.248,591.86,537.818,660.932,637.41,565.318,596.801,461.768
4010,449.252,520.599,585.808,613.405,580.248,461.768,537.818,660.932,637.41,565.318,400.645
4011,399.88,449.252,520.599,585.808,613.405,400.645,461.768,537.818,660.932,637.41,371.37
4012,368.459,399.88,449.252,520.599,585.808,371.37,400.645,461.768,537.818,660.932,409.324
4013,409.52,368.459,399.88,449.252,520.599,409.324,371.37,400.645,461.768,537.818,1016.237
4014,609.477,409.52,368.459,399.88,449.252,1016.237,409.324,371.37,400.645,461.768,1082.528
4015,662.628,609.477,409.52,368.459,399.88,1082.528,1016.237,409.324,371.37,400.645,745.038
4016,618.032,662.628,609.477,409.52,368.459,745.038,1082.528,1016.237,409.324,371.37,583.178
4017,505.026,618.032,662.628,609.477,409.52,583.178,745.038,1082.528,1016.237,409.324,492.46
4018,423.172,505.026,618.032,662.628,609.477,492.46,583.178,745.038,1082.528,1016.237,424.862
4019,359.614,423.172,505.026,618.032,662.628,424.862,492.46,583.178,745.038,1082.528,613.926
4020,313.129,359.614,423.172,505.026,618.032,613.926,424.862,492.46,583.178,745.038,535.316
4021,299.313,313.129,359.614,423.172,505.026,535.316,613.926,424.862,492.46,583.178,642.709
4022,335.578,299.313,313.129,359.614,423.172,642.709,535.316,613.926,424.862,492.46,566.551
4023,314.322,335.578,299.313,313.129,359.614,566.551,642.709,535.316,613.926,424.862,472.999
4024,496.495,314.322,335.578,299.313,313.129,472.999,566.551,642.709,535.316,613.926,435.181
4025,1662.795,496.495,314.322,335.578,299.313,435.181,472.999,566.551,642.709,535.316,453.713
4026,938.889,1662.795,496.495,314.322,335.578,453.713,435.181,472.999,566.551,642.709,448.659
4027,630.744,938.889,1662.795,496.495,314.322,448.659,453.713,435.181,472.999,566.551,664.077
4028,622.066,630.744,938.889,1662.795,496.495,664.077,448.659,453.713,435.181,472.999,1103.982
4029,911.591,622.066,630.744,938.889,1662.795,1103.982,664.077,448.659,453.713,435.181,1613.587
4030,1737.314,911.591,622.066,630.744,938.889,1613.587,1103.982,664.077,448.659,453.713,1390.92
4031,1629.193,1737.314,911.591,622.066,630.744,1390.92,1613.587,1103.982,664.077,448.659,1158.051
4032,1337.946,1629.193,1737.314,911.591,622.066,1158.051,1390.92,1613.587,1103.982,664.077,922.308
4033,1073.756,1337.946,1629.193,1737.314,911.591,922.308,1158.051,1390.92,1613.587,1103.982,758.616
4034,891.159,1073.756,1337.946,1629.193,1737.314,758.616,922.308,1158.051,1390.92,1613.587,630.109
4035,731.759,891.159,1073.756,1337.946,1629.193,630.109,758.616,922.308,1158.051,1390.92,540.769
4036,604.458,731.759,891.159,1073.756,1337.946,540.769,630.109,758.616,922.308,1158.051,462.177
4037,535.05,604.458,731.759,891.159,1073.756,462.177,540.769,630.109,758.616,922.308,456.045
4038,582.459,535.05,604.458,731.759,891.159,456.045,462.177,540.769,630.109,758.616,423.924
4039,522.132,582.459,535.05,604.458,731.759,423.924,456.045,462.177,540.769,630.109,358.364
4040,430.408,522.132,582.459,535.05,604.458,358.364,423.924,456.045,462.177,540.769,312.42
4041,385.386,430.408,522.132,582.459,535.05,312.42,358.364,423.924,456.045,462.177,290.664
4042,354.398,385.386,430.408,522.132,582.459,290.664,312.42,358.364,423.924,456.045,266.614
4043,336.667,354.398,385.386,430.408,522.132,266.614,290.664,312.42,358.364,423.924,244.367
4044,327.101,336.667,354.398,385.386,430.408,244.367,266.614,290.664,312.42,358.364,224.466
4045,308.914,327.101,336.667,354.398,385.386,224.466,244.367,266.614,290.664,312.42,200.335
4046,277.416,308.914,327.101,336.667,354.398,200.335,224.466,244.367,266.614,290.664,184.361
4047,250.055,277.416,308.914,327.101,336.667,184.361,200.335,224.466,244.367,266.614,172.956
4048,229.714,250.055,277.416,308.914,327.101,172.956,184.361,200.335,224.466,244.367,161.49
4049,205.108,229.714,250.055,277.416,308.914,161.49,172.956,184.361,200.335,224.466,149.584
4050,185.76,205.108,229.714,250.055,277.416,149.584,161.49,172.956,184.361,200.335,135.715
4051,171.064,185.76,205.108,229.714,250.055,135.715,149.584,161.49,172.956,184.361,137.199
4052,168.064,171.064,185.76,205.108,229.714,137.199,135.715,149.584,161.49,172.956,187.897
4053,168.096,168.064,171.064,185.76,205.108,187.897,137.199,135.715,149.584,161.49,208.549
4054,149.181,168.096,168.064,171.064,185.76,208.549,187.897,137.199,135.715,149.584,149.178
4055,134.665,149.181,168.096,168.064,171.064,149.178,208.549,187.897,137.199,135.715,122.803
4056,129.576,134.665,149.181,168.096,168.064,122.803,149.178,208.549,187.897,137.199,116.434
4057,131.239,129.576,134.665,149.181,168.096,116.434,122.803,149.178,208.549,187.897,122.09
4058,123.214,131.239,129.576,134.665,149.181,122.09,116.434,122.803,149.178,208.549,115.318
4059,113.358,123.214,131.239,129.576,134.665,115.318,122.09,116.434,122.803,149.178,104.299
4060,106.298,113.358,123.214,131.239,129.576,104.299,115.318,122.09,116.434,122.803,116.333
4061,114.8,106.298,113.358,123.214,131.239,116.333,104.299,115.318,122.09,116.434,156.34
4062,223.362,114.8,106.298,113.358,123.214,156.34,116.333,104.299,115.318,122.09,259.429
4063,193.707,223.362,114.8,106.298,113.358,259.429,156.34,116.333,104.299,115.318,186.577
4064,193.382,193.707,223.362,114.8,106.298,186.577,259.429,156.34,116.333,104.299,166.715
4065,197.304,193.382,193.707,223.362,114.8,166.715,186.577,259.429,156.34,116.333,189.163
4066,200.833,197.304,193.382,193.707,223.362,189.163,166.715,186.577,259.429,156.34,223.664
4067,176.274,200.833,197.304,193.382,193.707,223.664,189.163,166.715,186.577,259.429,188.989
4068,155.621,176.274,200.833,197.304,193.382,188.989,223.664,189.163,166.715,186.577,156.461
4069,140.549,155.621,176.274,200.833,197.304,156.461,188.989,223.664,189.163,166.715,131.986
4070,124.781,140.549,155.621,176.274,200.833,131.986,156.461,188.989,223.664,189.163,113.218
4071,110.475,124.781,140.549,155.621,176.274,113.218,131.986,156.461,188.989,223.664,109.99
4072,109.119,110.475,124.781,140.549,155.621,109.99,113.218,131.986,156.461,188.989,104.845
4073,103.147,109.119,110.475,124.781,140.549,104.845,109.99,113.218,131.986,156.461,96.177
4074,95.412,103.147,109.119,110.475,124.781,96.177,104.845,109.99,113.218,131.986,87.187
4075,88.926,95.412,103.147,109.119,110.475,87.187,96.177,104.845,109.99,113.218,81.341
4076,85.18,88.926,95.412,103.147,109.119,81.341,87.187,96.177,104.845,109.99,78.099
4077,85.067,85.18,88.926,95.412,103.147,78.099,81.341,87.187,96.177,104.845,76.47
4078,85.121,85.067,85.18,88.926,95.412,76.47,78.099,81.341,87.187,96.177,74.071
4079,78.802,85.121,85.067,85.18,88.926,74.071,76.47,78.099,81.341,87.187,73.394
4080,79.014,78.802,85.121,85.067,85.18,73.394,74.071,76.47,78.099,81.341,67.479
4081,75.064,79.014,78.802,85.121,85.067,67.479,73.394,74.071,76.47,78.099,64.173
4082,69.487,75.064,79.014,78.802,85.121,64.173,67.479,73.394,74.071,76.47,62.642
4083,69.811,69.487,75.064,79.014,78.802,62.642,64.173,67.479,73.394,74.071,59.735
4084,70.057,69.811,69.487,75.064,79.014,59.735,62.642,64.173,67.479,73.394,59.068
4085,69.301,70.057,69.811,69.487,75.064,59.068,59.735,62.642,64.173,67.479,58.478
4086,66.918,69.301,70.057,69.811,69.487,58.478,59.068,59.735,62.642,64.173,57.175
4087,66.526,66.918,69.301,70.057,69.811,57.175,58.478,59.068,59.735,62.642,70.31
4088,70.466,66.526,66.918,69.301,70.057,70.31,57.175,58.478,59.068,59.735,325.585
4089,146.265,70.466,66.526,66.918,69.301,325.585,70.31,57.175,58.478,59.068,283.532
4090,143.303,146.265,70.466,66.526,66.918,283.532,325.585,70.31,57.175,58.478,287.957
4091,156.152,143.303,146.265,70.466,66.526,287.957,283.532,325.585,70.31,57.175,315.82
4092,218.268,156.152,143.303,146.265,70.466,315.82,287.957,283.532,325.585,70.31,307.395
4093,217.366,218.268,156.152,143.303,146.265,307.395,315.82,287.957,283.532,325.585,328.505
4094,217.678,217.366,218.268,156.152,143.303,328.505,307.395,315.82,287.957,283.532,282.988
4095,203.933,217.678,217.366,218.268,156.152,282.988,328.505,307.395,315.82,287.957,272.412
4096,200.372,203.933,217.678,217.366,218.268,272.412,282.988,328.505,307.395,315.82,1398.092
4097,1081.843,200.372,203.933,217.678,217.366,1398.092,272.412,282.988,328.505,307.395,2859.955
4098,2446.619,1081.843,200.372,203.933,217.678,2859.955,1398.092,272.412,282.988,328.505,2731.283
4099,2334.605,2446.619,1081.843,200.372,203.933,2731.283,2859.955,1398.092,272.412,282.988,1523.998
4100,1346.583,2334.605,2446.619,1081.843,200.372,1523.998,2731.283,2859.955,1398.092,272.412,992.841
4101,870.602,1346.583,2334.605,2446.619,1081.843,992.841,1523.998,2731.283,2859.955,1398.092,712.33
4102,630.525,870.602,1346.583,2334.605,2446.619,712.33,992.841,1523.998,2731.283,2859.955,547.89
4103,495.366,630.525,870.602,1346.583,2334.605,547.89,712.33,992.841,1523.998,2731.283,456.924
4104,415.512,495.366,630.525,870.602,1346.583,456.924,547.89,712.33,992.841,1523.998,405.569
4105,387.488,415.512,495.366,630.525,870.602,405.569,456.924,547.89,712.33,992.841,381.478
4106,353.315,387.488,415.512,495.366,630.525,381.478,405.569,456.924,547.89,712.33,330.871
4107,317.68,353.315,387.488,415.512,495.366,330.871,381.478,405.569,456.924,547.89,298.878
4108,292.162,317.68,353.315,387.488,415.512,298.878,330.871,381.478,405.569,456.924,284.221
4109,287.946,292.162,317.68,353.315,387.488,284.221,298.878,330.871,381.478,405.569,275.962
4110,270.205,287.946,292.162,317.68,353.315,275.962,284.221,298.878,330.871,381.478,268.962
